2014-12-06      01,11,14,18,25,06,10
2014-12-03      18,21,25,28,30,04,06
2014-12-01      04,17,20,26,29,05,08
2014-11-29      01,19,20,25,34,07,12
2014-11-26      03,05,07,15,34,01,10
2014-11-24      01,07,29,32,34,09,12
2014-11-22      02,11,16,22,34,02,05
2014-11-19      04,18,20,34,35,07,11
2014-11-17      20,26,28,30,35,09,12
2014-11-15      02,05,07,11,32,09,12
2014-11-12      02,08,12,14,18,04,12
2014-11-10      01,03,04,19,32,01,07
2014-11-08      03,16,19,23,27,03,07
2014-11-05      02,18,31,32,33,05,07
2014-11-03      07,22,28,30,32,05,06
2014-11-01      02,04,16,22,34,08,11
2014-10-29      02,04,06,15,19,02,11
2014-10-27      02,09,22,30,34,09,10
2014-10-25      12,15,19,23,31,04,10
2014-10-22      01,03,28,29,35,08,12
2014-10-20      01,09,12,22,25,02,09
2014-10-18      03,10,25,26,35,01,07
2014-10-15      13,16,18,22,32,08,10
2014-10-13      01,04,06,18,33,05,11
2014-10-11      04,08,09,13,18,08,12
2014-10-08      02,03,23,24,26,05,11
2014-10-06      03,14,17,18,33,06,09
2014-10-04      06,13,15,24,27,04,05
2014-10-01      01,05,26,29,30,02,10
2014-09-29      03,16,24,30,33,05,08
2014-09-27      02,13,17,19,23,01,06
2014-09-24      03,05,14,18,32,02,10
2014-09-22      11,16,18,20,29,03,04
2014-09-20      09,18,19,22,24,08,11
2014-09-17      15,18,20,21,23,01,02
2014-09-15      01,02,13,23,35,09,12
2014-09-13      05,13,14,21,34,08,10
2014-09-10      05,09,11,20,22,05,11
2014-09-08      04,10,26,29,32,04,08
2014-09-06      07,13,14,28,32,04,11
2014-09-03      14,20,23,25,26,10,12
2014-09-01      01,07,14,19,20,03,12
2014-08-30      09,10,12,17,28,03,11
2014-08-27      02,04,08,12,35,01,07
2014-08-25      15,21,22,23,33,01,07
2014-08-23      16,18,22,25,35,03,10
2014-08-20      03,15,20,21,23,07,09
2014-08-18      03,07,21,23,31,05,10
2014-08-16      06,22,30,31,34,05,06
2014-08-13      13,14,24,25,34,04,07
2014-08-11      03,08,30,32,34,09,11
2014-08-09      02,18,27,30,32,05,11
2014-08-06      10,16,18,29,32,02,07
2014-08-04      02,03,20,23,28,06,08
2014-08-02      02,08,12,29,30,07,12
2014-07-30      07,13,20,25,26,08,11
2014-07-28      04,07,31,33,35,09,10
2014-07-26      06,08,27,29,35,03,09
2014-07-23      06,12,13,25,29,11,12
2014-07-21      02,07,09,11,28,05,09
2014-07-19      18,20,24,33,35,05,10
2014-07-16      01,08,18,23,25,08,12
2014-07-14      03,05,08,10,25,09,12
2014-07-12      17,20,23,25,27,03,10
2014-07-09      09,10,20,31,32,06,10
2014-07-07      10,15,16,22,28,04,05
2014-07-05      09,16,26,31,32,01,05
2014-07-02      05,10,19,31,32,09,10
2014-06-30      05,07,29,32,35,04,10
2014-06-28      06,11,22,27,30,05,11
2014-06-25      04,05,07,13,35,05,06
2014-06-23      17,19,22,24,30,02,09
2014-06-21      04,14,15,22,23,01,07
2014-06-18      01,02,07,10,32,04,12
2014-06-16      16,22,27,29,31,02,09
2014-06-14      05,15,24,29,35,05,06
2014-06-11      03,18,23,24,31,03,07
2014-06-09      08,14,16,20,31,03,11
2014-06-07      07,12,19,31,33,07,12
2014-06-04      08,15,33,34,35,01,08
2014-06-02      11,17,21,23,34,03,04
2014-05-31      04,07,17,24,25,02,04
2014-05-28      04,11,17,20,29,06,10
2014-05-26      12,22,29,30,34,05,11
2014-05-24      07,15,17,25,29,04,11
2014-05-21      09,15,22,24,26,02,07
2014-05-19      08,10,20,27,33,01,09
2014-05-17      12,18,28,29,35,07,08
2014-05-14      04,23,26,27,35,10,11
2014-05-12      02,03,20,25,34,01,12
2014-05-10      02,11,17,27,30,03,04
2014-05-07      14,19,21,24,30,02,07
2014-05-05      01,07,11,29,30,03,11
2014-05-03      10,18,27,28,35,01,06
2014-04-30      03,15,17,22,31,03,05
2014-04-28      01,02,05,15,35,01,11
2014-04-26      06,17,18,30,34,06,12
2014-04-23      03,15,18,21,26,01,06
2014-04-21      06,10,12,16,30,02,11
2014-04-19      22,23,25,27,35,03,11
2014-04-16      01,11,23,29,30,01,12
2014-04-14      16,21,25,27,35,06,11
2014-04-12      05,07,11,15,18,05,12
2014-04-09      12,15,21,30,33,02,08
2014-04-07      02,05,11,15,20,08,11
2014-04-05      07,08,12,20,32,03,05
2014-04-02      03,04,08,19,34,02,04
2014-03-31      01,02,12,17,29,03,08
2014-03-29      09,12,14,28,29,03,10
2014-03-26      03,11,14,27,32,05,07
2014-03-24      01,07,08,28,29,04,08
2014-03-22      02,05,06,09,31,02,09
2014-03-19      06,15,27,32,33,03,04
2014-03-17      03,14,18,29,35,11,12
2014-03-15      03,21,22,23,35,05,09
2014-03-12      03,10,20,25,30,10,12
2014-03-10      09,10,24,28,29,10,12
2014-03-08      05,10,12,15,26,04,08
2014-03-05      19,20,27,32,34,06,08
2014-03-03      07,11,15,31,32,06,11
2014-03-01      04,13,15,29,33,05,09
2014-02-26      03,06,10,16,25,10,11
2014-02-24      06,10,17,23,24,03,09
2014-02-22      01,14,17,30,35,06,07
2014-02-19      07,12,22,29,32,11,12
2014-02-17      08,09,12,28,34,02,12
2014-02-15      05,10,11,23,34,01,10
2014-02-12      04,06,13,24,34,04,09
2014-02-10      04,06,18,20,30,05,07
2014-02-08      01,09,11,27,29,03,11
2014-01-29      10,11,13,22,28,04,12
2014-01-27      09,20,21,23,29,05,07
2014-01-25      04,06,14,24,35,07,12
2014-01-22      05,10,20,26,27,01,03
2014-01-20      10,18,25,29,33,07,08
2014-01-18      11,13,20,28,35,01,05
2014-01-15      08,11,14,21,32,03,11
2014-01-13      01,04,07,16,35,06,08
2014-01-11      15,17,18,29,33,04,08
2014-01-08      07,10,19,27,28,09,12
2014-01-06      07,11,13,21,33,05,06
2014-01-04      01,12,21,24,29,01,07
2014-01-01      05,13,20,23,29,08,11
2013-12-30      04,05,16,17,30,03,09
2013-12-28      09,12,14,18,19,03,09
2013-12-25      02,13,21,27,30,03,04
2013-12-23      06,07,14,18,22,08,11
2013-12-21      06,07,08,09,13,05,07
2013-12-18      02,05,09,29,32,03,07
2013-12-16      03,09,22,24,25,05,09
2013-12-14      06,07,15,25,31,01,09
2013-12-11      02,13,15,18,20,02,11
2013-12-09      03,20,21,23,35,02,08
2013-12-07      03,08,14,21,31,06,08
2013-12-04      06,11,25,28,29,04,12
2013-12-02      05,15,18,25,31,08,10
2013-11-30      01,12,17,26,28,01,06
2013-11-27      05,06,18,20,31,06,07
2013-11-25      03,08,13,17,24,07,09
2013-11-23      04,12,32,33,34,06,08
2013-11-20      05,11,15,25,28,05,11
2013-11-18      04,13,19,25,26,07,12
2013-11-16      02,13,19,23,32,02,09
2013-11-13      02,08,10,16,17,09,12
2013-11-11      23,26,28,31,34,02,10
2013-11-09      12,15,29,30,31,04,12
2013-11-06      08,09,15,19,30,06,09
2013-11-04      11,23,29,30,33,01,04
2013-11-02      11,13,27,33,35,01,02
2013-10-30      03,14,16,19,32,05,10
2013-10-28      09,10,15,18,30,03,06
2013-10-26      04,08,14,23,28,04,08
2013-10-23      05,07,18,21,32,10,11
2013-10-21      02,09,10,33,34,05,12
2013-10-19      15,17,20,24,35,04,12
2013-10-16      03,18,19,20,24,03,12
2013-10-14      06,14,15,22,26,03,11
2013-10-12      01,02,16,23,35,01,11
2013-10-09      04,06,11,20,31,01,05
2013-10-07      05,16,23,25,33,07,12
2013-10-05      13,22,23,30,33,09,11
2013-10-02      05,16,29,32,34,04,11
2013-09-30      06,17,21,23,33,01,09
2013-09-28      19,21,23,28,30,08,12
2013-09-25      02,10,20,22,29,05,12
2013-09-23      07,12,13,20,27,01,03
2013-09-21      07,16,18,32,33,02,07
2013-09-18      13,20,26,29,32,02,06
2013-09-16      05,10,13,15,18,02,11
2013-09-14      07,13,14,18,25,05,12
2013-09-11      06,07,12,13,27,03,12
2013-09-09      07,13,27,30,34,01,12
2013-09-07      02,05,11,27,29,01,11
2013-09-04      05,08,13,16,31,03,09
2013-09-02      06,12,15,19,26,02,11
2013-08-31      04,09,13,15,32,02,09
2013-08-28      09,12,24,26,30,05,09
2013-08-26      04,11,28,30,33,05,12
2013-08-24      02,06,16,29,34,10,11
2013-08-21      07,08,13,17,32,03,08
2013-08-19      17,19,20,22,26,06,08
2013-08-17      03,17,28,30,33,01,10
2013-08-14      03,28,33,34,35,06,09
2013-08-12      01,05,17,18,26,05,07
2013-08-10      07,10,21,27,33,03,09
2013-08-07      04,09,28,34,35,02,08
2013-08-05      02,26,30,31,33,11,12
2013-08-03      06,07,23,24,29,04,11
2013-07-31      03,05,08,33,35,01,03
2013-07-29      09,12,22,32,34,02,04
2013-07-27      09,16,26,29,31,06,09
2013-07-24      08,19,23,27,32,03,05
2013-07-22      08,22,26,29,35,01,05
2013-07-20      26,29,30,32,35,04,10
2013-07-17      03,09,25,26,33,03,12
2013-07-15      07,09,15,17,23,02,07
2013-07-13      06,21,23,27,31,04,06
2013-07-10      09,10,17,21,34,01,07
2013-07-08      02,07,23,31,33,02,08
2013-07-06      24,26,30,32,35,06,12
2013-07-03      13,15,16,26,27,09,10
2013-07-01      01,11,13,19,35,07,08
2013-06-29      06,14,20,24,32,01,07
2013-06-26      03,05,23,27,31,02,06
2013-06-24      12,27,28,33,35,03,05
2013-06-22      13,19,26,27,28,03,11
2013-06-19      09,12,18,21,29,01,08
2013-06-17      06,12,13,16,30,07,12
2013-06-15      10,17,27,34,35,05,07
2013-06-12      02,03,05,08,29,10,12
2013-06-10      06,07,13,33,34,02,11
2013-06-08      09,28,31,34,35,02,09
2013-06-05      21,24,26,28,32,01,03
2013-06-03      03,05,11,27,28,05,06
2013-06-01      01,05,08,09,12,09,12
2013-05-29      01,14,18,21,32,05,10
2013-05-27      15,25,26,32,35,05,10
2013-05-25      03,08,11,24,27,07,12
2013-05-22      20,21,27,31,35,07,11
2013-05-20      07,15,27,33,35,07,10
2013-05-18      11,22,30,32,35,03,04
2013-05-15      04,05,22,23,24,03,09
2013-05-13      05,08,21,30,32,01,08
2013-05-11      13,31,33,34,35,05,07
2013-05-08      01,02,10,29,31,01,10
2013-05-06      05,08,15,18,33,07,08
2013-05-04      14,22,30,32,33,07,08
2013-05-01      18,22,25,31,32,04,06
2013-04-29      10,11,23,32,33,01,04
2013-04-27      12,20,28,30,35,03,11
2013-04-24      15,16,19,25,32,05,11
2013-04-22      08,11,12,21,25,02,07
2013-04-20      07,11,13,18,28,05,10
2013-04-17      07,13,25,34,35,07,09
2013-04-15      02,06,22,23,33,01,06
2013-04-13      03,13,14,15,34,05,08
2013-04-10      16,17,22,26,35,03,10
2013-04-08      06,23,30,33,35,07,10
2013-04-06      01,19,24,25,26,07,09
2013-04-03      02,26,31,32,34,06,08
2013-04-01      08,12,32,33,35,03,05
2013-03-30      05,14,28,32,34,07,08
2013-03-27      01,03,11,19,29,04,08
2013-03-25      12,18,22,28,31,01,11
2013-03-23      12,27,28,33,35,01,08
2013-03-20      12,17,18,26,32,10,11
2013-03-18      03,05,09,10,28,05,07
2013-03-16      05,07,17,25,26,04,10
2013-03-13      13,19,28,30,34,08,12
2013-03-11      03,12,14,24,35,03,08
2013-03-09      02,10,16,30,33,05,06
2013-03-06      03,23,25,26,28,10,12
2013-03-04      09,12,14,18,24,01,04
2013-03-02      05,19,24,26,35,05,07
2013-02-27      03,04,13,17,23,03,08
2013-02-25      23,24,28,30,33,01,11
2013-02-23      06,11,20,31,32,05,09
2013-02-20      06,12,17,29,30,07,11
2013-02-18      20,23,31,33,34,03,09
2013-02-16      11,14,22,29,34,05,11
2013-02-06      05,15,19,27,32,08,09
2013-02-04      14,15,26,32,33,01,11
2013-02-02      05,08,25,29,31,02,04
2013-01-30      13,15,29,30,35,01,11
2013-01-28      01,14,31,32,34,02,11
2013-01-26      01,02,08,15,23,06,09
2013-01-23      09,15,17,18,29,09,11
2013-01-21      10,17,19,27,29,05,12
2013-01-19      02,07,25,29,34,03,06
2013-01-16      14,29,32,33,34,03,06
2013-01-14      08,20,25,31,32,05,07
2013-01-12      18,22,26,28,31,10,12
2013-01-09      07,08,12,20,25,03,07
2013-01-07      01,16,18,21,31,09,12
2013-01-05      04,20,27,31,32,06,12
2013-01-02      06,09,11,31,32,05,11
2012-12-31      03,26,27,31,32,03,09
2012-12-29      08,09,10,13,22,05,10
2012-12-26      04,17,26,33,34,02,08
2012-12-24      03,19,20,24,33,03,04
2012-12-22      02,14,18,24,31,02,03
2012-12-19      02,10,23,33,34,05,10
2012-12-17      04,16,27,29,34,06,11
2012-12-15      02,03,17,19,33,02,09
2012-12-12      01,10,13,17,26,06,08
2012-12-10      05,22,31,33,35,06,09
2012-12-08      11,13,14,21,29,01,10
2012-12-05      09,27,29,30,31,03,06
2012-12-03      15,19,29,34,35,07,10
2012-12-01      03,11,19,23,34,02,12
2012-11-28      07,17,27,28,29,09,10
2012-11-26      09,10,12,22,25,04,11
2012-11-24      13,17,27,31,33,06,12
2012-11-21      03,12,20,21,27,01,06
2012-11-19      02,23,29,30,31,01,04
2012-11-17      03,05,17,18,33,06,07
2012-11-14      01,06,18,32,35,02,07
2012-11-12      05,07,13,29,30,01,05
2012-11-10      05,08,21,25,33,01,11
2012-11-07      02,16,18,27,30,08,12
2012-11-05      14,19,23,29,30,06,07
2012-11-03      01,07,21,28,31,03,09
2012-10-31      09,10,19,30,31,04,11
2012-10-29      12,13,14,25,35,10,12
2012-10-27      13,14,21,28,29,05,10
2012-10-24      06,14,17,22,35,01,02
2012-10-22      07,11,19,20,35,05,10
2012-10-20      05,08,18,30,33,01,09
2012-10-17      23,24,25,29,31,03,12
2012-10-15      07,18,20,29,30,05,06
2012-10-13      02,10,21,23,29,03,04
2012-10-10      05,06,09,19,32,06,09
2012-10-08      05,17,25,30,33,01,12
2012-10-06      01,12,18,21,33,07,08
2012-10-03      01,11,18,20,22,07,10
2012-10-01      01,06,13,19,23,06,09
2012-09-29      03,06,21,33,35,01,07
2012-09-26      03,10,22,27,29,03,12
2012-09-24      01,02,28,31,35,05,07
2012-09-22      01,24,25,30,33,04,11
2012-09-19      01,11,17,19,26,05,12
2012-09-17      01,22,30,32,35,09,11
2012-09-15      06,07,12,24,35,02,06
2012-09-12      04,07,09,22,33,01,03
2012-09-10      15,23,25,29,31,09,10
2012-09-08      05,06,14,15,31,06,08
2012-09-05      16,18,24,25,27,04,09
2012-09-03      02,09,18,23,24,01,04
2012-09-01      02,04,06,13,35,04,08
2012-08-29      02,05,08,09,31,03,07
2012-08-27      07,09,13,19,27,01,03
2012-08-25      12,18,24,25,32,02,12
2012-08-22      02,11,28,29,30,06,12
2012-08-20      09,17,24,29,32,01,02
2012-08-18      05,10,19,24,35,08,09
2012-08-15      06,09,22,27,30,08,12
2012-08-13      02,14,23,32,35,01,10
2012-08-11      02,16,21,31,33,04,11
2012-08-08      08,09,23,25,31,02,12
2012-08-06      03,10,28,31,33,01,09
2012-08-04      02,21,27,29,33,02,10
2012-08-01      06,12,21,29,32,06,11
2012-07-30      13,17,24,30,35,02,10
2012-07-28      01,06,07,21,31,04,11
2012-07-25      03,20,25,29,32,05,10
2012-07-23      07,18,29,31,33,10,12
2012-07-21      21,24,27,29,31,01,02
2012-07-18      16,19,28,29,31,05,08
2012-07-16      02,04,09,10,15,08,10
2012-07-14      10,16,17,30,35,01,08
2012-07-11      11,12,14,25,28,02,05
2012-07-09      01,05,25,32,33,01,10
2012-07-07      01,02,23,25,35,05,12
2012-07-04      10,30,32,33,34,02,03
2012-07-02      02,14,16,22,24,02,05
2012-06-30      07,09,10,18,22,05,10
2012-06-27      10,22,23,30,32,01,07
2012-06-25      18,23,29,33,34,02,07
2012-06-23      04,08,17,22,25,04,10
2012-06-20      13,23,29,31,34,06,08
2012-06-18      09,22,23,32,34,06,08
2012-06-16      02,04,22,25,34,02,11
2012-06-13      01,21,31,32,35,03,06
2012-06-11      20,22,27,30,33,01,02
2012-06-09      01,20,25,29,33,04,06
2012-06-06      10,22,28,29,34,05,11
2012-06-04      09,12,13,15,30,09,10
2012-06-02      11,25,26,29,35,01,02
2012-05-30      21,32,33,34,35,08,09
2012-05-28      05,10,14,27,33,07,09
2012-05-26      02,16,21,24,30,06,10
2012-05-23      09,13,19,21,27,03,04
2012-05-21      13,21,29,31,35,04,12
2012-05-19      01,02,14,33,34,03,05
2012-05-16      11,21,23,26,34,07,09
2012-05-14      07,22,26,32,33,01,08
2012-05-12      01,16,18,27,30,10,11
2012-05-09      11,12,26,28,31,07,12
2012-05-07      10,20,26,31,33,10,12
2012-05-05      01,02,17,18,33,05,12
2012-05-02      13,17,22,28,29,01,10
2012-04-30      09,18,22,27,31,10,12
2012-04-28      06,09,26,30,35,05,06
2012-04-25      05,07,17,30,34,03,10
2012-04-23      04,08,19,23,27,04,11
2012-04-21      05,11,17,20,28,11,12
2012-04-18      03,04,14,32,35,01,02
2012-04-16      01,06,25,31,34,03,09
2012-04-14      07,24,27,28,35,07,12
2012-04-11      01,02,13,22,23,02,10
2012-04-09      02,13,23,28,29,01,05
2012-04-07      15,21,22,24,35,01,05
2012-04-04      11,23,25,31,35,01,03
2012-04-02      09,13,27,31,35,03,10
2012-03-31      01,09,20,30,31,08,12
2012-03-28      01,04,30,32,35,08,12
2012-03-26      01,08,15,16,29,08,09
2012-03-24      08,13,19,27,32,01,08
2012-03-21      07,08,16,26,34,07,11
2012-03-19      19,21,23,25,30,03,08
2012-03-17      03,21,22,26,32,01,03
2012-03-14      04,07,08,18,29,07,10
2012-03-12      10,12,15,33,34,03,10
2012-03-10      03,10,11,22,31,05,07
2012-03-07      10,11,22,23,29,02,09
2012-03-05      01,02,05,12,27,04,07
2012-03-03      03,11,17,21,30,03,07
2012-02-29      07,09,17,29,35,09,10
2012-02-27      07,12,20,33,35,01,10
2012-02-25      10,15,21,31,34,07,08
2012-02-22      12,14,27,29,34,03,06
2012-02-20      07,09,17,30,34,01,12
2012-02-18      03,10,14,29,31,04,08
2012-02-15      06,11,22,29,34,03,12
2012-02-13      05,14,20,29,31,08,12
2012-02-11      12,13,24,26,33,06,08
2012-02-08      10,14,24,30,32,01,12
2012-02-06      07,08,11,12,24,01,02
2012-02-04      06,18,22,30,35,02,07
2012-02-01      05,19,22,29,30,02,04
2012-01-30      25,26,29,32,34,05,07
2012-01-21      06,14,20,29,35,09,10
2012-01-18      06,08,30,31,32,01,11
2012-01-16      04,05,13,17,25,07,10
2012-01-14      03,20,22,25,27,01,09
2012-01-11      01,02,29,31,33,07,12
2012-01-09      10,11,22,31,32,06,07
2012-01-07      16,22,24,33,34,03,10
2012-01-04      03,11,14,26,29,07,08
2012-01-02      07,27,28,32,33,01,12
2011-12-31      04,12,16,20,28,08,11
2011-12-28      06,22,29,30,35,03,05
2011-12-26      01,04,06,21,35,02,11
2011-12-24      07,11,14,20,27,03,10
2011-12-21      13,22,30,33,34,06,12
2011-12-19      02,07,12,29,31,03,05
2011-12-17      07,10,11,26,31,03,04
2011-12-14      01,15,16,27,28,02,07
2011-12-12      09,13,19,29,34,02,11
2011-12-10      07,15,19,24,29,04,06
2011-12-07      07,18,24,28,33,02,03
2011-12-05      08,09,12,25,33,07,10
2011-12-03      04,26,30,33,34,04,06
2011-11-30      02,11,19,22,35,10,12
2011-11-28      01,12,32,33,34,09,11
2011-11-26      04,06,10,15,16,03,04
2011-11-23      17,23,26,30,32,06,12
2011-11-21      02,15,18,23,31,01,02
2011-11-19      08,09,11,19,33,03,12
2011-11-16      06,22,29,33,35,03,12
2011-11-14      01,10,12,14,17,09,10
2011-11-12      04,11,23,26,35,03,12
2011-11-09      12,14,16,19,33,02,09
2011-11-07      03,05,12,18,33,07,11
2011-11-05      08,09,13,23,35,11,12
2011-11-02      01,07,13,18,23,04,08
2011-10-31      03,04,06,11,13,01,02
2011-10-29      01,11,22,26,29,05,08
2011-10-26      07,17,29,30,33,10,12
2011-10-24      07,10,27,34,35,10,12
2011-10-22      08,12,14,20,25,06,08
2011-10-19      10,14,18,19,35,01,06
2011-10-17      03,08,23,24,34,05,12
2011-10-15      02,03,30,31,33,03,09
2011-10-12      20,25,26,30,31,09,10
2011-10-10      04,15,20,26,31,06,12
2011-10-08      04,07,11,32,35,05,07
2011-10-05      10,12,28,32,33,03,05
2011-10-03      10,15,18,19,26,07,12
2011-10-01      17,26,30,31,35,06,11
2011-09-28      06,08,17,27,35,02,11
2011-09-26      04,05,07,10,12,04,05
2011-09-24      06,17,28,32,33,08,12
2011-09-21      02,11,13,23,31,11,12
2011-09-19      30,31,33,34,35,04,07
2011-09-17      01,11,12,22,34,08,10
2011-09-14      07,15,18,24,28,01,07
2011-09-12      02,06,18,30,32,01,08
2011-09-10      01,09,29,30,35,05,09
2011-09-07      02,11,26,32,33,05,12
2011-09-05      07,19,27,28,34,02,05
2011-09-03      03,04,26,29,34,01,03
2011-08-31      19,24,28,31,34,04,12
2011-08-29      05,12,20,28,30,03,07
2011-08-27      08,11,13,28,33,08,09
2011-08-24      02,06,09,12,20,05,08
2011-08-22      06,07,28,33,35,01,10
2011-08-20      04,19,28,31,33,11,12
2011-08-17      03,08,20,24,25,01,02
2011-08-15      09,12,17,19,29,06,11
2011-08-13      11,21,22,32,34,04,08
2011-08-10      04,06,08,19,31,10,11
2011-08-08      10,17,19,32,33,01,12
2011-08-06      11,17,23,29,30,06,08
2011-08-03      02,04,29,30,34,05,08
2011-08-01      05,06,23,27,34,03,04
2011-07-30      20,21,27,29,35,03,08
2011-07-27      06,13,20,25,34,07,09
2011-07-25      04,05,06,09,15,01,06
2011-07-23      02,17,19,21,22,03,10
2011-07-20      14,29,31,34,35,01,12
2011-07-18      06,08,18,20,24,04,08
2011-07-16      07,20,25,30,32,05,09
2011-07-13      04,13,20,21,35,02,09
2011-07-11      05,12,30,31,32,01,03
2011-07-09      01,03,23,30,31,02,10
2011-07-06      04,09,16,27,30,02,06
2011-07-04      05,08,19,33,34,01,12
2011-07-02      18,23,25,29,30,01,02
2011-06-29      06,09,20,23,28,06,10
2011-06-27      07,16,23,28,31,03,06
2011-06-25      13,19,20,22,33,05,11
2011-06-22      03,11,13,20,35,03,08
2011-06-20      27,31,33,34,35,04,06
2011-06-18      09,19,22,29,30,02,08
2011-06-15      03,05,28,29,33,04,12
2011-06-13      01,13,16,18,32,07,09
2011-06-11      10,17,22,24,32,03,10
2011-06-08      06,13,18,20,33,09,10
2011-06-06      03,11,14,25,34,01,04
2011-06-04      01,06,27,30,34,01,06
2011-06-01      10,17,18,26,32,01,05
2011-05-30      06,10,17,20,21,03,07
2011-05-28      06,07,16,18,20,04,10
2011-05-25      03,25,29,32,34,09,10
2011-05-23      09,16,21,29,34,07,10
2011-05-21      01,09,27,32,33,03,06
2011-05-18      07,11,30,31,34,09,12
2011-05-16      03,05,29,30,31,08,10
2011-05-14      01,07,31,32,35,02,10
2011-05-11      05,09,16,26,35,03,10
2011-05-09      03,16,28,31,32,01,09
2011-05-07      13,24,31,32,33,03,09
2011-05-04      06,08,12,17,18,05,10
2011-05-02      04,07,29,32,33,08,10
2011-04-30      05,06,10,22,25,01,09
2011-04-27      13,17,25,27,28,02,03
2011-04-25      02,15,22,33,35,05,08
2011-04-23      09,15,16,19,29,04,06
2011-04-20      13,21,22,29,31,07,11
2011-04-18      11,21,24,26,31,06,07
2011-04-16      02,08,23,33,35,05,10
2011-04-13      06,09,18,30,32,10,12
2011-04-11      04,05,11,13,25,03,06
2011-04-09      03,07,15,18,20,01,06
2011-04-06      01,11,14,22,34,06,08
2011-04-04      07,09,11,13,33,10,12
2011-04-02      01,12,14,22,24,10,12
2011-03-30      03,18,29,30,33,08,09
2011-03-28      03,04,13,15,32,04,09
2011-03-26      03,06,09,17,27,03,09
2011-03-23      03,19,24,29,33,03,09
2011-03-21      07,16,23,31,33,03,10
2011-03-19      12,17,19,22,35,04,11
2011-03-16      15,19,25,30,33,03,08
2011-03-14      03,09,17,24,28,06,12
2011-03-12      01,02,13,17,28,01,04
2011-03-09      05,14,25,34,35,02,05
2011-03-07      01,09,15,20,29,07,09
2011-03-05      08,09,25,28,29,02,10
2011-03-02      12,15,16,20,33,08,12
2011-02-28      05,13,16,18,24,02,12
2011-02-26      09,14,24,25,34,01,04
2011-02-23      01,09,13,17,30,02,08
2011-02-21      09,12,19,22,28,01,05
2011-02-19      08,21,23,27,33,06,11
2011-02-16      16,22,24,32,34,02,10
2011-02-14      16,19,24,26,31,02,04
2011-02-12      15,20,30,33,35,06,09
2011-02-09      08,18,19,22,23,01,03
2011-01-31      02,14,20,21,24,02,09
2011-01-29      05,08,14,28,30,04,06
2011-01-26      03,12,19,25,30,08,11
2011-01-24      02,17,23,24,30,02,09
2011-01-22      04,08,10,14,27,05,07
2011-01-19      09,10,11,14,24,03,08
2011-01-17      01,23,26,27,30,05,06
